,loannumber,loanamount,totaldue,termdays,perf_loannumber,perf_loanamount,perf_totaldue,perf_termdays,longitude_gps,latitude_gps,age,loanlifewithdelta,firstrepaymentlapsewithdelta,flag,good_bad_flag
15,2,10000.0,13000.0,30,7,20000.0,22250.0,15,11.1393496,10.2920413,38.2,25.07003472222222,6.287604166666667,0.0,Good
16,4,10000.0,11500.0,15,7,20000.0,22250.0,15,11.1393496,10.2920413,38.2,45.28567129629629,-30.689305555555556,0.0,Good
17,2,10000.0,11500.0,15,3,10000.0,11500.0,15,3.9857698,7.4917081,45.2,27.53394675925926,-11.880960648148148,0.0,Good
18,1,10000.0,13000.0,30,3,10000.0,11500.0,15,3.9857698,7.4917081,45.2,36.233530092592595,-4.956203703703704,0.0,Good
19,5,20000.0,23800.0,30,9,40000.0,44000.0,30,7.4579127,9.0765736,36.3,29.14011574074074,0.35292824074074075,0.0,Good
20,8,30000.0,39000.0,60,9,40000.0,44000.0,30,7.4579127,9.0765736,36.3,29.98289351851852,0.02396990740740741,0.0,Good
21,1,10000.0,13000.0,30,9,40000.0,44000.0,30,7.4579127,9.0765736,36.3,23.847060185185185,7.6014236111111115,0.0,Good
22,7,30000.0,39000.0,60,9,40000.0,44000.0,30,7.4579127,9.0765736,36.3,29.703738425925927,1.0089699074074074,0.0,Good
23,6,20000.0,23800.0,30,9,40000.0,44000.0,30,7.4579127,9.0765736,36.3,29.436608796296298,0.1371875,0.0,Good
24,3,10000.0,13000.0,30,9,40000.0,44000.0,30,7.4579127,9.0765736,36.3,25.843356481481482,3.4790972222222223,0.0,Good
25,2,10000.0,13000.0,30,9,40000.0,44000.0,30,7.4579127,9.0765736,36.3,23.04869212962963,6.109120370370371,0.0,Good
26,4,20000.0,23800.0,30,9,40000.0,44000.0,30,7.4579127,9.0765736,36.3,29.84943287037037,0.6510069444444444,0.0,Good
27,2,10000.0,13000.0,30,3,10000.0,13000.0,30,3.2594445,6.5570112,33.5,27.253923611111112,2.443136574074074,0.0,Good
28,1,10000.0,11500.0,15,3,10000.0,13000.0,30,3.2594445,6.5570112,33.5,12.834166666666667,1.6647916666666667,0.0,Good
29,3,10000.0,11500.0,15,10,30000.0,34500.0,30,6.1780556,5.4257996,35.2,14.485416666666667,-0.22163194444444445,0.0,Good
30,7,30000.0,34400.0,30,10,30000.0,34500.0,30,6.1780556,5.4257996,35.2,30.442037037037036,-0.9146643518518518,0.0,Good
31,4,20000.0,23800.0,30,10,30000.0,34500.0,30,6.1780556,5.4257996,35.2,28.512997685185184,0.6414120370370371,0.0,Good
32,2,10000.0,13000.0,30,10,30000.0,34500.0,30,6.1780556,5.4257996,35.2,28.30872685185185,1.034502314814815,0.0,Good
33,1,10000.0,11500.0,15,10,30000.0,34500.0,30,6.1780556,5.4257996,35.2,13.361909722222222,1.0556712962962962,0.0,Good
34,8,30000.0,34500.0,30,10,30000.0,34500.0,30,6.1780556,5.4257996,35.2,29.84233796296296,1.6197453703703704,0.0,Good
35,9,30000.0,34500.0,30,10,30000.0,34500.0,30,6.1780556,5.4257996,35.2,30.13778935185185,-0.7665046296296296,0.0,Good
36,5,20000.0,21900.0,15,10,30000.0,34500.0,30,6.1780556,5.4257996,35.2,15.12892361111111,-0.44883101851851853,0.0,Good
37,6,20000.0,21900.0,15,10,30000.0,34500.0,30,6.1780556,5.4257996,35.2,12.768020833333333,1.5071527777777778,0.0,Good
38,1,10000.0,11500.0,15,4,10000.0,11500.0,15,3.3965242,6.6279429,35.5,25.884722222222223,-9.732858796296297,0.0,Good
39,3,10000.0,11500.0,15,4,10000.0,11500.0,15,3.3965242,6.6279429,35.5,14.198865740740741,0.5505439814814815,0.0,Good
40,2,10000.0,11500.0,15,4,10000.0,11500.0,15,3.3965242,6.6279429,35.5,14.081215277777778,3.4191435185185184,0.0,Good
41,2,10000.0,13000.0,30,3,10000.0,13000.0,30,3.8210848,7.3326277,34.6,37.23146990740741,-7.358101851851852,1.0,Bad
42,1,10000.0,11500.0,15,3,10000.0,13000.0,30,3.8210848,7.3326277,34.6,9.364479166666667,6.3651736111111115,1.0,Bad
43,5,20000.0,21900.0,15,11,40000.0,44000.0,30,3.3022556,6.636865,45.4,9.928194444444445,4.519513888888889,0.0,Good
44,8,30000.0,34400.0,30,11,40000.0,44000.0,30,3.3022556,6.636865,45.4,30.217916666666667,-0.6681018518518519,0.0,Good
45,7,30000.0,34400.0,30,11,40000.0,44000.0,30,3.3022556,6.636865,45.4,30.923912037037038,-0.48689814814814814,0.0,Good
46,6,30000.0,34400.0,30,11,40000.0,44000.0,30,3.3022556,6.636865,45.4,27.13116898148148,2.404699074074074,0.0,Good
47,10,40000.0,44000.0,30,11,40000.0,44000.0,30,3.3022556,6.636865,45.4,31.882800925925928,-1.6639467592592592,0.0,Good
48,4,20000.0,23800.0,30,11,40000.0,44000.0,30,3.3022556,6.636865,45.4,28.065844907407406,1.414074074074074,0.0,Good
49,9,30000.0,34500.0,30,11,40000.0,44000.0,30,3.3022556,6.636865,45.4,29.785138888888888,-0.6845601851851851,0.0,Good
50,2,10000.0,13000.0,30,11,40000.0,44000.0,30,3.3022556,6.636865,45.4,30.346238425925925,-0.7025,0.0,Good
51,1,10000.0,13000.0,30,11,40000.0,44000.0,30,3.3022556,6.636865,45.4,23.641030092592594,5.607974537037037,0.0,Good
52,3,20000.0,23800.0,30,11,40000.0,44000.0,30,3.3022556,6.636865,45.4,29.75787037037037,-0.5345138888888888,0.0,Good
53,3,10000.0,11500.0,15,13,40000.0,44000.0,30,3.3526543,6.456209,43.4,14.370335648148147,-0.02003472222222222,0.0,Good
54,8,30000.0,34400.0,30,13,40000.0,44000.0,30,3.3526543,6.456209,43.4,29.679699074074072,-0.04170138888888889,0.0,Good
55,1,10000.0,13000.0,30,13,40000.0,44000.0,30,3.3526543,6.456209,43.4,30.810717592592592,-0.6001851851851852,0.0,Good
56,10,30000.0,34400.0,30,13,40000.0,44000.0,30,3.3526543,6.456209,43.4,26.17287037037037,3.5225694444444446,0.0,Good
57,7,20000.0,21900.0,15,13,40000.0,44000.0,30,3.3526543,6.456209,43.4,14.906805555555556,-0.014953703703703703,0.0,Good
58,12,40000.0,44000.0,30,13,40000.0,44000.0,30,3.3526543,6.456209,43.4,28.978217592592593,0.5640740740740741,0.0,Good
59,11,30000.0,34500.0,30,13,40000.0,44000.0,30,3.3526543,6.456209,43.4,31.738275462962964,-0.4867476851851852,0.0,Good
60,6,20000.0,21900.0,15,13,40000.0,44000.0,30,3.3526543,6.456209,43.4,16.62585648148148,-0.02087962962962963,0.0,Good
61,2,10000.0,11500.0,15,13,40000.0,44000.0,30,3.3526543,6.456209,43.4,14.056400462962962,0.3258449074074074,0.0,Good
62,9,30000.0,34400.0,30,13,40000.0,44000.0,30,3.3526543,6.456209,43.4,28.97747685185185,1.7236342592592593,0.0,Good
63,5,20000.0,21900.0,15,13,40000.0,44000.0,30,3.3526543,6.456209,43.4,14.48375,-0.01855324074074074,0.0,Good
64,4,10000.0,11500.0,15,13,40000.0,44000.0,30,3.3526543,6.456209,43.4,14.362060185185186,-0.01670138888888889,0.0,Good
65,2,10000.0,13000.0,30,3,10000.0,11500.0,15,3.3718018,6.5169394,41.2,36.28403935185185,-6.798923611111111,0.0,Good
66,1,10000.0,11500.0,15,3,10000.0,11500.0,15,3.3718018,6.5169394,41.2,14.58795138888889,-0.02355324074074074,0.0,Good
67,7,30000.0,34400.0,30,15,40000.0,44000.0,30,3.4296003,6.4530244,46.6,28.016296296296296,1.3781828703703705,0.0,Good
68,8,30000.0,34400.0,30,15,40000.0,44000.0,30,3.4296003,6.4530244,46.6,29.061203703703704,0.27042824074074073,0.0,Good
69,5,20000.0,22250.0,15,15,40000.0,44000.0,30,3.4296003,6.4530244,46.6,12.166724537037037,2.1961574074074073,0.0,Good
70,6,30000.0,32250.0,15,15,40000.0,44000.0,30,3.4296003,6.4530244,46.6,14.554537037037036,-0.05519675925925926,0.0,Good
71,4,20000.0,22250.0,15,15,40000.0,44000.0,30,3.4296003,6.4530244,46.6,10.091365740740741,6.5719212962962965,0.0,Good
72,12,40000.0,44800.0,30,15,40000.0,44000.0,30,3.4296003,6.4530244,46.6,27.77630787037037,1.4622453703703704,0.0,Good
73,9,30000.0,34400.0,30,15,40000.0,44000.0,30,3.4296003,6.4530244,46.6,30.075983796296295,0.44480324074074074,0.0,Good
74,2,10000.0,11500.0,15,15,40000.0,44000.0,30,3.4296003,6.4530244,46.6,6.478634259259259,8.357951388888889,0.0,Good
75,13,40000.0,44000.0,30,15,40000.0,44000.0,30,3.4296003,6.4530244,46.6,34.00613425925926,-4.565810185185185,0.0,Good
76,14,40000.0,44000.0,30,15,40000.0,44000.0,30,3.4296003,6.4530244,46.6,29.804131944444446,-0.33090277777777777,0.0,Good
77,1,10000.0,11500.0,15,15,40000.0,44000.0,30,3.4296003,6.4530244,46.6,3.7540046296296294,12.666226851851851,0.0,Good
78,3,10000.0,11500.0,15,15,40000.0,44000.0,30,3.4296003,6.4530244,46.6,9.700092592592593,4.678703703703704,0.0,Good
79,11,30000.0,34400.0,30,15,40000.0,44000.0,30,3.4296003,6.4530244,46.6,33.39268518518519,-1.6871412037037037,0.0,Good
80,10,30000.0,34400.0,30,15,40000.0,44000.0,30,3.4296003,6.4530244,46.6,29.72013888888889,-0.016655092592592593,0.0,Good
81,4,20000.0,21900.0,15,10,30000.0,34500.0,30,7.8876376,8.8351164,36.7,11.99335648148148,3.242650462962963,0.0,Good
82,7,30000.0,34400.0,30,10,30000.0,34500.0,30,7.8876376,8.8351164,36.7,29.88101851851852,-0.43918981481481484,0.0,Good
83,6,20000.0,21900.0,15,10,30000.0,34500.0,30,7.8876376,8.8351164,36.7,13.96326388888889,0.40707175925925926,0.0,Good
84,2,10000.0,11500.0,15,10,30000.0,34500.0,30,7.8876376,8.8351164,36.7,7.717696759259259,6.401689814814815,0.0,Good
85,8,30000.0,34400.0,30,10,30000.0,34500.0,30,7.8876376,8.8351164,36.7,33.13969907407407,-1.6006828703703704,0.0,Good
86,5,20000.0,21900.0,15,10,30000.0,34500.0,30,7.8876376,8.8351164,36.7,12.948101851851852,1.331238425925926,0.0,Good
87,1,10000.0,11500.0,15,10,30000.0,34500.0,30,7.8876376,8.8351164,36.7,4.605324074074074,11.080011574074074,0.0,Good
88,9,30000.0,34500.0,30,10,30000.0,34500.0,30,7.8876376,8.8351164,36.7,30.35178240740741,-0.9327083333333334,0.0,Good
89,3,10000.0,11500.0,15,10,30000.0,34500.0,30,7.8876376,8.8351164,36.7,7.330104166666667,7.095775462962963,0.0,Good
90,2,10000.0,11500.0,15,7,25000.0,28750.0,30,7.1694297,9.2174068,39.9,15.680752314814814,-0.6232638888888888,0.0,Good
91,5,20000.0,22250.0,15,7,25000.0,28750.0,30,7.1694297,9.2174068,39.9,12.210300925925926,2.156273148148148,0.0,Good
92,4,10000.0,11125.0,15,7,25000.0,28750.0,30,7.1694297,9.2174068,39.9,0.055671296296296295,15.476041666666667,0.0,Good
93,3,10000.0,11500.0,15,7,25000.0,28750.0,30,7.1694297,9.2174068,39.9,18.70125,-2.8486574074074076,0.0,Good
94,6,20000.0,22250.0,15,7,25000.0,28750.0,30,7.1694297,9.2174068,39.9,19.85584490740741,-2.0,0.0,Good
95,1,10000.0,11500.0,15,7,25000.0,28750.0,30,7.1694297,9.2174068,39.9,13.508564814814815,0.5716898148148148,0.0,Good
96,1,10000.0,13000.0,30,2,10000.0,13000.0,30,3.9809867,7.4239296,34.6,5.302615740740741,25.33451388888889,0.0,Good
97,2,10000.0,11500.0,15,4,20000.0,24500.0,30,6.8004083,6.1594433,30.4,15.078287037037038,-0.6778240740740741,0.0,Good
98,1,10000.0,11500.0,15,4,20000.0,24500.0,30,6.8004083,6.1594433,30.4,13.451597222222222,3.4089583333333335,0.0,Good
99,3,10000.0,11500.0,15,4,20000.0,24500.0,30,6.8004083,6.1594433,30.4,10.732395833333333,5.365266203703704,0.0,Good
100,4,20000.0,24500.0,30,5,20000.0,22250.0,15,3.479829,6.4489694,36.3,21.239085648148148,8.153912037037037,0.0,Good
101,3,10000.0,13000.0,30,5,20000.0,22250.0,15,3.479829,6.4489694,36.3,22.013217592592593,7.444652777777778,0.0,Good
102,1,10000.0,11500.0,15,5,20000.0,22250.0,15,3.479829,6.4489694,36.3,12.772094907407407,4.550439814814815,0.0,Good
103,2,10000.0,13000.0,30,5,20000.0,22250.0,15,3.479829,6.4489694,36.3,33.08988425925926,-3.701550925925926,0.0,Good
104,1,10000.0,13000.0,30,2,10000.0,13000.0,30,3.259777,6.5532982,31.6,6.972928240740741,23.537314814814813,0.0,Good
105,3,10000.0,13000.0,30,5,20000.0,24500.0,30,7.4401471,8.9494179,46.2,29.746180555555554,-0.1820138888888889,0.0,Good
106,4,20000.0,24500.0,30,5,20000.0,24500.0,30,7.4401471,8.9494179,46.2,30.32255787037037,-0.5585763888888889,0.0,Good
107,2,10000.0,13000.0,30,5,20000.0,24500.0,30,7.4401471,8.9494179,46.2,30.293460648148148,-0.09314814814814815,0.0,Good
108,1,10000.0,13000.0,30,5,20000.0,24500.0,30,7.4401471,8.9494179,46.2,30.062627314814815,-0.015127314814814816,0.0,Good
109,8,20000.0,24500.0,30,10,20000.0,24500.0,30,3.4085368,6.4281638,37.6,30.819189814814816,-0.5156828703703704,0.0,Good
110,4,10000.0,11500.0,15,10,20000.0,24500.0,30,3.4085368,6.4281638,37.6,12.821180555555555,2.6122453703703705,0.0,Good
111,3,10000.0,11500.0,15,10,20000.0,24500.0,30,3.4085368,6.4281638,37.6,16.62872685185185,-0.015,0.0,Good
112,9,20000.0,24500.0,30,10,20000.0,24500.0,30,3.4085368,6.4281638,37.6,30.25173611111111,-0.8399537037037037,0.0,Good
113,5,20000.0,21900.0,15,10,20000.0,24500.0,30,3.4085368,6.4281638,37.6,24.10369212962963,-9.771747685185185,0.0,Good
114,2,10000.0,13000.0,30,10,20000.0,24500.0,30,3.4085368,6.4281638,37.6,22.9653125,6.106689814814815,0.0,Good
115,6,10000.0,13000.0,30,10,20000.0,24500.0,30,3.4085368,6.4281638,37.6,27.080925925925925,2.5034953703703704,0.0,Good
116,1,10000.0,13000.0,30,10,20000.0,24500.0,30,3.4085368,6.4281638,37.6,34.76606481481482,-2.4794328703703705,0.0,Good
117,7,10000.0,13000.0,30,10,20000.0,24500.0,30,3.4085368,6.4281638,37.6,24.512777777777778,5.0332638888888885,0.0,Good
118,2,10000.0,13000.0,30,4,20000.0,24500.0,30,3.2934205,6.6400639,40.4,29.94693287037037,-0.19104166666666667,0.0,Good
119,3,10000.0,13000.0,30,4,20000.0,24500.0,30,3.2934205,6.6400639,40.4,29.32587962962963,-0.07474537037037036,0.0,Good
120,1,10000.0,13000.0,30,4,20000.0,24500.0,30,3.2934205,6.6400639,40.4,29.519166666666667,-0.1605324074074074,0.0,Good
121,3,20000.0,24500.0,30,5,20000.0,22250.0,15,5.6140915,6.3906691,29.1,24.905775462962964,5.474652777777778,0.0,Good
122,1,10000.0,13000.0,30,5,20000.0,22250.0,15,5.6140915,6.3906691,29.1,33.52247685185185,-1.6323148148148148,0.0,Good
123,2,10000.0,13000.0,30,5,20000.0,22250.0,15,5.6140915,6.3906691,29.1,28.033090277777777,3.343090277777778,0.0,Good
124,4,20000.0,24500.0,30,5,20000.0,22250.0,15,5.6140915,6.3906691,29.1,26.70983796296296,2.6694791666666666,0.0,Good
125,5,30000.0,34500.0,30,15,40000.0,44000.0,30,12.4805166,9.2099548,34.2,33.13729166666667,-1.4879976851851853,0.0,Good
126,3,20000.0,24500.0,30,15,40000.0,44000.0,30,12.4805166,9.2099548,34.2,29.623425925925925,1.6206828703703704,0.0,Good
127,8,30000.0,34400.0,30,15,40000.0,44000.0,30,12.4805166,9.2099548,34.2,35.35443287037037,-3.6719791666666666,0.0,Good
128,2,10000.0,13000.0,30,15,40000.0,44000.0,30,12.4805166,9.2099548,34.2,9.747349537037037,19.619583333333335,0.0,Good
129,10,40000.0,44800.0,30,15,40000.0,44000.0,30,12.4805166,9.2099548,34.2,34.85403935185185,-3.5323379629629628,0.0,Good
130,11,40000.0,44800.0,30,15,40000.0,44000.0,30,12.4805166,9.2099548,34.2,29.18752314814815,2.3163078703703706,0.0,Good
131,13,40000.0,44000.0,30,15,40000.0,44000.0,30,12.4805166,9.2099548,34.2,26.04951388888889,3.2830439814814816,0.0,Good
132,4,20000.0,24500.0,30,15,40000.0,44000.0,30,12.4805166,9.2099548,34.2,16.493680555555557,13.086030092592592,0.0,Good
133,14,40000.0,44000.0,30,15,40000.0,44000.0,30,12.4805166,9.2099548,34.2,8.944074074074074,20.361087962962962,0.0,Good
134,6,30000.0,34500.0,30,15,40000.0,44000.0,30,12.4805166,9.2099548,34.2,27.036493055555557,2.516747685185185,0.0,Good
135,9,30000.0,34400.0,30,15,40000.0,44000.0,30,12.4805166,9.2099548,34.2,33.907604166666665,-3.716412037037037,0.0,Good
136,7,30000.0,34400.0,30,15,40000.0,44000.0,30,12.4805166,9.2099548,34.2,16.871157407407406,12.6759375,0.0,Good
137,1,10000.0,13000.0,30,15,40000.0,44000.0,30,12.4805166,9.2099548,34.2,28.44508101851852,1.3269444444444445,0.0,Good
138,12,40000.0,44000.0,30,15,40000.0,44000.0,30,12.4805166,9.2099548,34.2,25.903541666666666,4.44400462962963,0.0,Good
139,2,10000.0,13000.0,30,4,10000.0,11500.0,15,3.9036073,7.3393735,36.9,14.025127314814815,15.036006944444445,0.0,Good
140,1,10000.0,13000.0,30,4,10000.0,11500.0,15,3.9036073,7.3393735,36.9,21.68181712962963,7.684976851851852,0.0,Good
141,3,10000.0,13000.0,30,4,10000.0,11500.0,15,3.9036073,7.3393735,36.9,16.667824074074073,13.06056712962963,0.0,Good
142,6,20000.0,24500.0,30,8,30000.0,34500.0,30,8.6713276,9.0830135,34.6,10.398101851851852,19.613854166666666,0.0,Good
143,3,10000.0,13000.0,30,8,30000.0,34500.0,30,8.6713276,9.0830135,34.6,25.72429398148148,5.348993055555556,0.0,Good
144,4,10000.0,13000.0,30,8,30000.0,34500.0,30,8.6713276,9.0830135,34.6,28.672175925925927,0.4765625,0.0,Good
145,2,10000.0,13000.0,30,8,30000.0,34500.0,30,8.6713276,9.0830135,34.6,25.531400462962964,4.515625,0.0,Good
146,7,20000.0,24500.0,30,8,30000.0,34500.0,30,8.6713276,9.0830135,34.6,28.05150462962963,1.2475,0.0,Good
147,1,10000.0,13000.0,30,8,30000.0,34500.0,30,8.6713276,9.0830135,34.6,20.523263888888888,9.07929398148148,0.0,Good
148,5,20000.0,24500.0,30,8,30000.0,34500.0,30,8.6713276,9.0830135,34.6,22.364386574074075,9.148472222222223,0.0,Good
149,6,20000.0,23800.0,30,9,20000.0,22250.0,15,3.5579715,6.4634231,48.2,29.39494212962963,0.14954861111111112,0.0,Good
150,1,10000.0,11500.0,15,9,20000.0,22250.0,15,3.5579715,6.4634231,48.2,13.648506944444444,1.6904050925925926,0.0,Good
151,2,10000.0,13000.0,30,9,20000.0,22250.0,15,3.5579715,6.4634231,48.2,29.474351851851853,-0.02400462962962963,0.0,Good
152,5,20000.0,23800.0,30,9,20000.0,22250.0,15,3.5579715,6.4634231,48.2,19.689733796296295,10.644837962962963,0.0,Good
153,4,20000.0,23800.0,30,9,20000.0,22250.0,15,3.5579715,6.4634231,48.2,28.495127314814816,1.1203125,0.0,Good
154,8,20000.0,22250.0,15,9,20000.0,22250.0,15,3.5579715,6.4634231,48.2,13.883449074074074,0.44688657407407406,0.0,Good
155,7,30000.0,34500.0,30,9,20000.0,22250.0,15,3.5579715,6.4634231,48.2,33.89917824074074,-4.541226851851852,0.0,Good
156,3,10000.0,13000.0,30,9,20000.0,22250.0,15,3.5579715,6.4634231,48.2,29.196712962962962,1.3827662037037036,0.0,Good
157,3,10000.0,13000.0,30,6,20000.0,24500.0,30,5.3269784,7.799699,60.8,12.586319444444445,18.54917824074074,0.0,Good
158,5,20000.0,24500.0,30,6,20000.0,24500.0,30,5.3269784,7.799699,60.8,22.036377314814814,7.50449074074074,0.0,Good
159,4,20000.0,23800.0,30,6,20000.0,24500.0,30,5.3269784,7.799699,60.8,29.74613425925926,1.5230208333333333,0.0,Good
160,2,10000.0,13000.0,30,6,20000.0,24500.0,30,5.3269784,7.799699,60.8,23.831296296296298,6.444386574074074,0.0,Good
161,1,10000.0,13000.0,30,6,20000.0,24500.0,30,5.3269784,7.799699,60.8,21.085196759259258,9.351354166666667,0.0,Good
162,1,10000.0,11500.0,15,4,10000.0,13000.0,30,3.2643932,6.5667918,38.0,8.08349537037037,7.34207175925926,1.0,Bad
163,2,10000.0,11500.0,15,4,10000.0,13000.0,30,3.2643932,6.5667918,38.0,27.086597222222224,-9.38775462962963,1.0,Bad
164,3,10000.0,13000.0,30,4,10000.0,13000.0,30,3.2643932,6.5667918,38.0,38.83453703703704,-7.670706018518518,1.0,Bad
165,2,10000.0,13000.0,30,4,20000.0,24500.0,30,3.9074055,6.8171079,36.2,11.071990740740741,18.029594907407407,0.0,Good
166,3,10000.0,13000.0,30,4,20000.0,24500.0,30,3.9074055,6.8171079,36.2,30.916840277777776,-0.8529166666666667,0.0,Good
167,1,10000.0,13000.0,30,4,20000.0,24500.0,30,3.9074055,6.8171079,36.2,32.81506944444445,-0.8674305555555556,0.0,Good
168,1,10000.0,11500.0,15,2,10000.0,11500.0,15,3.2858723,6.5824439,38.0,12.062604166666667,2.4178587962962963,0.0,Good
169,1,10000.0,13000.0,30,2,10000.0,11500.0,15,3.1727935,6.6832653,57.5,28.004444444444445,2.710023148148148,0.0,Good
170,2,10000.0,13000.0,30,3,10000.0,13000.0,30,3.70037,7.3943183,38.0,29.90482638888889,-0.19628472222222224,0.0,Good
171,1,10000.0,13000.0,30,3,10000.0,13000.0,30,3.70037,7.3943183,38.0,27.753090277777776,1.63375,0.0,Good
172,1,10000.0,13000.0,30,3,10000.0,13000.0,30,3.345346,6.5617308,44.7,16.29611111111111,13.40755787037037,0.0,Good
173,2,10000.0,13000.0,30,3,10000.0,13000.0,30,3.345346,6.5617308,44.7,29.432372685185186,-0.2025810185185185,0.0,Good
174,1,10000.0,13000.0,30,3,10000.0,13000.0,30,3.8701435,7.3979258,40.5,29.396747685185186,-0.08885416666666666,0.0,Good
175,2,10000.0,11500.0,15,3,10000.0,13000.0,30,3.8701435,7.3979258,40.5,14.892696759259259,-0.38427083333333334,0.0,Good
176,2,10000.0,13000.0,30,3,10000.0,13000.0,30,3.35763,6.668355,35.1,18.26015046296296,12.266828703703704,0.0,Good
177,1,10000.0,11500.0,15,3,10000.0,13000.0,30,3.35763,6.668355,35.1,5.980219907407408,8.34630787037037,0.0,Good
178,1,10000.0,11500.0,15,2,10000.0,11500.0,15,3.2205031,6.5319046,38.4,9.895451388888889,5.447094907407408,0.0,Good
179,1,10000.0,13000.0,30,2,10000.0,13000.0,30,3.3594054,6.605609,34.1,24.262800925925927,5.224456018518518,0.0,Good
180,2,10000.0,11500.0,15,3,10000.0,11500.0,15,3.30555,6.5103567,46.6,14.116712962962962,0.32351851851851854,0.0,Good
181,1,10000.0,11500.0,15,3,10000.0,11500.0,15,3.30555,6.5103567,46.6,14.454953703703703,2.02125,0.0,Good
182,1,10000.0,11500.0,15,2,10000.0,13000.0,30,3.6595105,6.6681408,36.1,14.872685185185185,-0.5418171296296296,0.0,Good
183,1,10000.0,11500.0,15,3,10000.0,13000.0,30,3.5159825,6.7062641,36.6,13.650185185185185,0.6634606481481482,0.0,Good
184,2,10000.0,13000.0,30,3,10000.0,13000.0,30,3.5159825,6.7062641,36.6,32.634293981481484,-0.19162037037037036,0.0,Good
185,1,10000.0,11500.0,15,3,10000.0,13000.0,30,3.2975096,6.6020294,31.8,15.079942129629629,-0.5235763888888889,1.0,Bad
186,2,10000.0,13000.0,30,3,10000.0,13000.0,30,3.2975096,6.6020294,31.8,32.03255787037037,-0.49894675925925924,1.0,Bad
187,1,10000.0,13000.0,30,2,10000.0,13000.0,30,4.5306913,7.757783,43.3,26.79861111111111,3.563738425925926,1.0,Bad
188,3,10000.0,11500.0,15,4,10000.0,11500.0,15,3.3248839,6.4882979,40.4,22.532175925925927,-8.35732638888889,1.0,Bad
189,2,10000.0,11500.0,15,4,10000.0,11500.0,15,3.3248839,6.4882979,40.4,27.365011574074074,-12.794710648148149,1.0,Bad
190,1,10000.0,13000.0,30,4,10000.0,11500.0,15,3.3248839,6.4882979,40.4,33.38392361111111,-3.955925925925926,1.0,Bad
191,9,30000.0,34500.0,30,11,30000.0,34500.0,30,3.3670765,6.5692471,41.5,30.360636574074075,-0.7311342592592592,1.0,Bad
192,8,30000.0,34400.0,30,11,30000.0,34500.0,30,3.3670765,6.5692471,41.5,28.56597222222222,0.5937152777777778,1.0,Bad
193,7,20000.0,23800.0,30,11,30000.0,34500.0,30,3.3670765,6.5692471,41.5,29.334502314814817,0.12391203703703704,1.0,Bad
194,4,10000.0,13000.0,30,11,30000.0,34500.0,30,3.3670765,6.5692471,41.5,26.67017361111111,4.093761574074074,1.0,Bad
195,1,10000.0,13000.0,30,11,30000.0,34500.0,30,3.3670765,6.5692471,41.5,28.868969907407408,0.46155092592592595,1.0,Bad
196,10,30000.0,34500.0,30,11,30000.0,34500.0,30,3.3670765,6.5692471,41.5,29.894791666666666,0.27751157407407406,1.0,Bad
197,5,20000.0,23800.0,30,11,30000.0,34500.0,30,3.3670765,6.5692471,41.5,29.542256944444443,-0.41074074074074074,1.0,Bad
