,birthdate,good_bad_flag,age
492,1980-02-28,Good,42.8
493,1988-09-16,Bad,34.2
494,1988-09-16,Bad,34.2
495,1988-07-16,Bad,34.4
496,1988-07-16,Bad,34.4
497,1988-07-16,Bad,34.4
498,1966-02-14,Bad,56.8
499,1966-02-14,Bad,56.8
500,1966-02-14,Bad,56.8
501,1982-10-18,Good,40.2
502,1982-10-18,Good,40.2
503,1985-12-14,Good,37.0
504,1990-02-07,Good,32.8
505,1990-02-07,Good,32.8
506,1976-05-04,Good,46.6
507,1976-05-04,Good,46.6
508,1976-05-04,Good,46.6
509,1976-05-04,Good,46.6
510,1976-05-04,Good,46.6
511,1976-05-04,Good,46.6
512,1976-05-04,Good,46.6
513,1970-07-29,Good,52.4
514,1970-07-29,Good,52.4
515,1970-07-29,Good,52.4
516,1970-07-29,Good,52.4
517,1970-07-29,Good,52.4
518,1970-07-29,Good,52.4
519,1970-07-29,Good,52.4
520,1970-07-29,Good,52.4
521,1970-07-29,Good,52.4
522,1970-07-29,Good,52.4
523,1970-07-29,Good,52.4
524,1970-07-29,Good,52.4
525,1970-07-29,Good,52.4
526,1970-07-29,Good,52.4
527,1970-07-29,Good,52.4
528,1970-07-29,Good,52.4
529,1993-12-13,Bad,29.0
530,1993-12-13,Bad,29.0
531,1993-12-13,Bad,29.0
532,1970-02-26,Good,52.8
533,1970-02-26,Good,52.8
534,1970-02-26,Good,52.8
535,1970-02-26,Good,52.8
536,1970-02-26,Good,52.8
537,1970-02-26,Good,52.8
538,1970-02-26,Good,52.8
539,1970-02-26,Good,52.8
540,1970-02-26,Good,52.8
541,1970-02-26,Good,52.8
542,1970-02-26,Good,52.8
543,1979-09-24,Bad,43.2
544,1979-09-24,Bad,43.2
545,1979-09-24,Bad,43.2
546,1979-09-24,Bad,43.2
547,1979-09-24,Bad,43.2
548,1979-09-24,Bad,43.2
549,1979-09-24,Bad,43.2
550,1979-09-24,Bad,43.2
551,1979-09-24,Bad,43.2
552,1979-09-24,Bad,43.2
553,1979-09-24,Bad,43.2
554,1988-03-28,Good,34.7
555,1988-03-28,Good,34.7
556,1988-03-28,Good,34.7
557,1988-03-28,Good,34.7
558,1988-03-28,Good,34.7
559,1988-03-28,Good,34.7
560,1988-03-28,Good,34.7
561,1988-03-28,Good,34.7
562,1988-03-28,Good,34.7
563,1988-03-28,Good,34.7
564,1988-03-28,Good,34.7
565,1983-09-23,Good,39.2
566,1983-09-23,Good,39.2
567,1983-09-23,Good,39.2
568,1983-09-23,Good,39.2
569,1983-09-23,Good,39.2
570,1983-09-23,Good,39.2
571,1985-10-22,Good,37.1
572,1985-10-22,Good,37.1
573,1985-10-22,Good,37.1
574,1985-10-22,Good,37.1
575,1988-02-21,Good,34.8
576,1988-02-21,Good,34.8
577,1988-02-21,Good,34.8
578,1988-02-21,Good,34.8
579,1988-02-21,Good,34.8
580,1988-02-21,Good,34.8
581,1988-02-21,Good,34.8
582,1992-04-14,Good,30.7
583,1992-04-14,Good,30.7
584,1992-04-14,Good,30.7
585,1992-04-14,Good,30.7
586,1992-04-14,Good,30.7
587,1978-06-06,Good,44.5
588,1978-06-06,Good,44.5
589,1978-06-06,Good,44.5
590,1978-06-06,Good,44.5
591,1978-06-06,Good,44.5
592,1981-10-13,Good,41.2
593,1981-10-13,Good,41.2
594,1981-10-13,Good,41.2
595,1981-10-13,Good,41.2
596,1981-10-13,Good,41.2
597,1981-10-13,Good,41.2
598,1981-10-13,Good,41.2
599,1980-09-27,Good,42.2
600,1980-09-27,Good,42.2
601,1980-09-27,Good,42.2
602,1980-09-27,Good,42.2
603,1980-09-27,Good,42.2
604,1980-09-27,Good,42.2
605,1980-09-27,Good,42.2
606,1980-09-27,Good,42.2
607,1980-09-27,Good,42.2
608,1980-09-27,Good,42.2
609,1982-08-31,Bad,40.3
610,1982-08-31,Bad,40.3
611,1982-08-31,Bad,40.3
612,1982-08-31,Bad,40.3
613,1982-08-31,Bad,40.3
614,1982-08-31,Bad,40.3
615,1982-08-31,Bad,40.3
616,1982-08-31,Bad,40.3
617,1982-08-31,Bad,40.3
618,1982-08-31,Bad,40.3
619,1982-08-31,Bad,40.3
620,1976-09-17,Good,46.2
621,1976-09-17,Good,46.2
622,1976-09-17,Good,46.2
623,1976-09-17,Good,46.2
624,1976-09-17,Good,46.2
625,1974-02-27,Good,48.8
626,1974-02-27,Good,48.8
627,1974-02-27,Good,48.8
628,1974-02-27,Good,48.8
629,1974-02-27,Good,48.8
630,1974-02-27,Good,48.8
631,1974-02-27,Good,48.8
632,1981-04-18,Good,41.7
633,1981-04-18,Good,41.7
634,1981-04-18,Good,41.7
635,1981-04-18,Good,41.7
636,1981-04-18,Good,41.7
637,1981-04-18,Good,41.7
638,1981-04-18,Good,41.7
639,1981-04-18,Good,41.7
640,1981-04-18,Good,41.7
641,1981-04-18,Good,41.7
642,1981-04-18,Good,41.7
643,1981-04-18,Good,41.7
644,1981-04-18,Good,41.7
645,1981-04-18,Good,41.7
646,1986-03-19,Good,36.7
647,1986-03-19,Good,36.7
648,1986-03-19,Good,36.7
649,1986-03-19,Good,36.7
650,1986-03-19,Good,36.7
651,1986-03-19,Good,36.7
652,1986-03-19,Good,36.7
653,1986-03-19,Good,36.7
654,1992-06-17,Good,30.5
655,1983-09-25,Good,39.2
656,1983-09-25,Good,39.2
657,1992-01-28,Good,30.9
658,1992-01-28,Good,30.9
659,1992-01-28,Good,30.9
660,1992-01-28,Good,30.9
661,1992-01-28,Good,30.9
662,1992-01-28,Good,30.9
663,1992-01-28,Good,30.9
664,1992-01-28,Good,30.9
665,1991-01-26,Good,31.9
666,1980-09-08,Bad,42.3
667,1976-02-28,Bad,46.8
668,1976-02-28,Bad,46.8
669,1976-02-28,Bad,46.8
670,1976-02-28,Bad,46.8
671,1976-02-28,Bad,46.8
672,1976-02-28,Bad,46.8
673,1976-02-28,Bad,46.8
674,1976-02-28,Bad,46.8
675,1976-02-28,Bad,46.8
676,1980-12-30,Good,42.0
677,1980-12-30,Good,42.0
678,1980-12-30,Good,42.0
679,1980-12-30,Good,42.0
680,1981-08-18,Good,41.3
681,1981-08-18,Good,41.3
682,1981-08-18,Good,41.3
683,1981-08-18,Good,41.3
684,1981-08-18,Good,41.3
685,1990-10-12,Bad,32.2
686,1990-10-12,Bad,32.2
687,1990-10-12,Bad,32.2
688,1990-10-12,Bad,32.2
689,1990-10-12,Bad,32.2
690,1990-10-12,Bad,32.2
691,1990-10-12,Bad,32.2
692,1990-10-12,Bad,32.2
693,1990-05-01,Good,32.6
694,1990-05-01,Good,32.6
695,1990-05-01,Good,32.6
696,1990-05-01,Good,32.6
697,1990-05-01,Good,32.6
698,1990-05-01,Good,32.6
699,1990-05-01,Good,32.6
700,1990-05-01,Good,32.6
701,1990-05-01,Good,32.6
702,1990-05-01,Good,32.6
703,1990-05-01,Good,32.6
704,1983-01-13,Bad,39.9
705,1983-01-13,Bad,39.9
706,1983-01-13,Bad,39.9
707,1983-01-13,Bad,39.9
708,1989-11-08,Good,33.1
709,1989-11-08,Good,33.1
710,1989-11-08,Good,33.1
711,1989-11-08,Good,33.1
712,1989-11-08,Good,33.1
713,1983-11-22,Good,39.1
714,1983-11-22,Good,39.1
715,1983-11-22,Good,39.1
716,1983-11-22,Good,39.1
717,1983-11-22,Good,39.1
718,1983-11-22,Good,39.1
719,1983-11-22,Good,39.1
720,1980-06-24,Good,42.5
721,1980-06-24,Good,42.5
722,1980-06-24,Good,42.5
723,1980-06-24,Good,42.5
724,1979-10-07,Bad,43.2
725,1979-10-07,Bad,43.2
726,1979-10-07,Bad,43.2
727,1979-10-07,Bad,43.2
728,1979-10-07,Bad,43.2
729,1979-10-07,Bad,43.2
730,1979-10-07,Bad,43.2
731,1970-04-13,Good,52.7
732,1970-04-13,Good,52.7
733,1970-04-13,Good,52.7
734,1970-04-13,Good,52.7
735,1974-03-31,Good,48.7
736,1974-03-31,Good,48.7
737,1986-02-16,Good,36.8
738,1986-02-16,Good,36.8
739,1988-12-06,Good,34.0
740,1988-12-06,Good,34.0
741,1988-12-06,Good,34.0
742,1988-12-06,Good,34.0
743,1988-12-06,Good,34.0
744,1988-12-06,Good,34.0
745,1988-12-06,Good,34.0
746,1988-12-06,Good,34.0
747,1979-06-16,Good,43.5
748,1979-06-16,Good,43.5
749,1979-06-16,Good,43.5
750,1984-10-17,Good,38.2
751,1984-10-17,Good,38.2
752,1980-12-22,Bad,42.0
753,1983-05-01,Good,39.6
754,1983-05-01,Good,39.6
755,1983-05-01,Good,39.6
756,1983-05-01,Good,39.6
757,1983-05-01,Good,39.6
758,1983-05-01,Good,39.6
759,1983-05-01,Good,39.6
760,1983-05-01,Good,39.6
761,1983-05-01,Good,39.6
762,1983-05-01,Good,39.6
763,1983-05-01,Good,39.6
764,1985-03-15,Good,37.7
765,1985-03-15,Good,37.7
766,1985-03-15,Good,37.7
767,1985-03-15,Good,37.7
768,1985-03-15,Good,37.7
769,1985-03-15,Good,37.7
770,1985-03-15,Good,37.7
771,1985-03-15,Good,37.7
772,1985-03-15,Good,37.7
773,1985-03-15,Good,37.7
774,1985-03-15,Good,37.7
775,1985-03-15,Good,37.7
776,1985-03-15,Good,37.7
777,1985-03-15,Good,37.7
778,1985-03-15,Good,37.7
779,1985-03-15,Good,37.7
780,1985-03-15,Good,37.7
781,1985-03-15,Good,37.7
782,1985-03-15,Good,37.7
783,1985-03-15,Good,37.7
784,1985-03-15,Good,37.7
785,1988-07-19,Good,34.4
786,1988-07-19,Good,34.4
787,1988-07-19,Good,34.4
788,1988-07-19,Good,34.4
789,1979-03-10,Good,43.8
790,1979-03-10,Good,43.8
791,1979-03-10,Good,43.8
792,1979-03-10,Good,43.8
793,1979-03-10,Good,43.8
794,1979-03-10,Good,43.8
795,1962-02-11,Good,60.8
796,1962-02-11,Good,60.8
797,1962-02-11,Good,60.8
798,1962-02-11,Good,60.8
799,1972-03-10,Good,50.8
800,1972-03-10,Good,50.8
801,1972-03-10,Good,50.8
802,1972-03-10,Good,50.8
803,1972-03-10,Good,50.8
804,1972-03-10,Good,50.8
805,1972-03-10,Good,50.8
806,1972-03-10,Good,50.8
807,1972-03-10,Good,50.8
808,1977-12-25,Good,45.0
809,1977-12-25,Good,45.0
810,1977-12-25,Good,45.0
811,1977-12-25,Good,45.0
812,1977-12-25,Good,45.0
813,1977-12-25,Good,45.0
814,1977-12-25,Good,45.0
815,1977-12-25,Good,45.0
816,1979-08-26,Good,43.3
817,1979-08-26,Good,43.3
818,1979-08-26,Good,43.3
819,1989-04-19,Good,33.7
820,1985-04-18,Good,37.7
821,1985-04-18,Good,37.7
822,1985-04-18,Good,37.7
823,1985-04-18,Good,37.7
824,1985-04-18,Good,37.7
825,1994-07-01,Good,28.5
826,1994-07-01,Good,28.5
827,1994-07-01,Good,28.5
828,1994-07-01,Good,28.5
829,1994-07-01,Good,28.5
830,1994-07-01,Good,28.5
831,1982-06-06,Good,40.5
832,1982-06-06,Good,40.5
833,1982-06-06,Good,40.5
834,1982-06-06,Good,40.5
835,1982-06-06,Good,40.5
836,1982-06-06,Good,40.5
837,1982-06-06,Good,40.5
838,1982-06-06,Good,40.5
839,1982-06-06,Good,40.5
840,1989-10-18,Good,33.2
841,1989-10-18,Good,33.2
842,1989-10-18,Good,33.2
843,1989-10-18,Good,33.2
844,1989-10-18,Good,33.2
845,1989-10-18,Good,33.2
846,1989-10-18,Good,33.2
847,1989-10-18,Good,33.2
848,1973-08-26,Good,49.3
849,1973-08-26,Good,49.3
850,1973-08-26,Good,49.3
851,1973-08-26,Good,49.3
852,1973-08-26,Good,49.3
853,1973-08-26,Good,49.3
854,1973-08-26,Good,49.3
855,1973-08-26,Good,49.3
856,1973-08-26,Good,49.3
857,1994-01-02,Good,28.9
858,1994-01-02,Good,28.9
859,1994-01-02,Good,28.9
860,1994-01-02,Good,28.9
861,1994-01-02,Good,28.9
862,1994-01-02,Good,28.9
863,1994-01-02,Good,28.9
864,1994-01-02,Good,28.9
